"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",7586,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",8248,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",15834,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",1861,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",1950,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",3811,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",30194,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",32847,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",63041,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",22484,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",24823,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",47307,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",3374,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",3485,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",6859,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",11942,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",25685,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",27710,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",53395,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",790,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",773,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",1563,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",9228,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",10252,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",19480,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",53906,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",58387,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",112293,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",11433,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",23375,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",27124,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",30039,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",57163,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","99","totale","2020","2020",10562,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y66","66 anni","99","totale","2020","2020",11169,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","99","totale","2020","2020",21731,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",5843,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",11311,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",2410,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",2702,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",5112,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",3058,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",3141,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",6199,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",26901,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",28895,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",55796,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",6940,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",7908,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",14848,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",23112,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",26495,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",49607,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",20459,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",22898,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",43357,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",5376,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",10170,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",9354,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",18086,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",30106,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",34210,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",15713,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",3935,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",25634,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",53190,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",751,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",1496,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",8928,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",18828,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",4794,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",8732,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",64316,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",7527,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",8186,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",1902,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",2033,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",29060,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",31684,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",60744,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",21466,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",23809,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",45275,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",3232,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",3507,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",6739,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",10723,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",11339,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",22062,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",26605,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",29769,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",56374,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",10277,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",11070,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",21347,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",27556,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",745,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",9900,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",53130,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y67","67 anni","99","totale","2020","2020",58449,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","99","totale","2020","2020",111579,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","99","totale","2020","2020",5468,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",24717,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",27404,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",52121,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",736,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",778,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",1514,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",8754,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",10033,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",18787,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",52031,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",58080,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",110111,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",5392,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",5587,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",10979,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","99","totale","2020","2020",2410,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y68","68 anni","99","totale","2020","2020",2526,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","99","totale","2020","2020",4936,"p","dato provvisorio"
